Section;Sample;Season;Gammaridae;Protonemura;Nemoura;Amphinemura;Leuctridae;Haliplidae;Tipulidae;Limonidae;Sericostomatidae;Odontoceridae;Limnephilidae;Lepidostomatidae;Helodidae;Tabanidae;Polycelis;Dugesia;Hydrachnellae;Perlidae;Chloroperlidae;Perlodidae;Gomphidae;Gerridae;Gyrinidae;Dytiscidae;Hydraenidae;Ceratopogonidae;Empididae;Athericidae;Dolichopodidae;Rhyacophilidae;Polycentropus;Oligochaeta;Heptageniidae;Caenidae;Leptophlebidae;Ephemerellidae;Dixidae;Psychodidae;Chironomidae;Stratyomidae;Brachycentridae;Leptoceridae;Baetidae;Elmidae;Spharidae;Simuliidae;Hydropsychidae;Philopotamidae;Glossiphoniidae;Hydrobiidae;Bythinidae;Lymnaeidae;Ancylidae;Blephariceridae;Glossosomatidae;Hydroptilidae;Psychomyidae;Goeridae
1;A;July;41.49;7.58;0;0;12.2;0;0;3.31;4.16;1.31;0;0;5.98;0;11.51;0;0;13.33;0;1.27;0;0;0;0;0.76;0;0;26.27;0;0;0;8.76;6.58;0;1.6;0;0;0;3.53;0;0;0;18.24;7.49;0;1.51;0;17.09;0;0;0;0;0;0;0;0;0;0
1;B;July;10.18;0;0;0;12.6;0;0;8.24;0;2.09;0;0;1.76;0;2.58;0;0;8.89;0;0;0;0;0;0;2.18;0;0;4.13;0;0;0;1.93;18.6;0;2.91;0;0;0;2;0;0;0;4.84;1.89;0;0;0;0;0;0;0;0;0;0;0;1.98;0;0
1;C;July;69.53;11.78;0;0;11.73;0;2.22;2.16;6.11;27.29;440.8;0;3.51;0;56.24;0;0;2.22;0;0.31;0;0;0;0;3.4;0;0;74.02;0;198.89;0;13.8;72.29;0;1.87;0;0;0;2.62;0;0;0;8.29;21.71;0;1.07;0;63.38;0;0;0;0;1.84;0;0;3.51;0;0
1;D;July;105.11;6.73;0;0;7.31;0;0;0.6;0;0.6;903.91;0;1.8;0;67.64;0;0;11.11;0;4.56;0;0;0;0;6.38;0;0;60.71;0;0;0;8.47;21.22;0;1.93;0;0;0;3.31;0.87;0;0;6.87;31.13;0;2.09;0;2.33;52.47;0;0;0;0;0;0;1.02;0;0
1;E;July;65.51;6.49;0;0;4.56;0;4.44;9.84;0;128.11;0;0;0;0;6.31;0;0;2.22;0;2.11;0;0;0;0;9.29;1.51;0;0;0;0;0;4.78;4.64;0;3.56;0;0;0;2.29;0;0;0;7.4;10.62;0;0.09;0;13.47;0;0;1.07;0;0;0;0;2.93;0;0
1;A;October;77.67;9.58;0;0;8.91;0;0;0.98;1.27;1.22;0;0;0.62;0;6.29;0;0;0;2.22;0;0;0;0;0;1.44;0.49;0;13.89;0;0;0;4.84;8.07;0;7.02;0;0;0;2.76;0;0;0;3.67;2.51;0;0.47;0;0;0;0;0;0;0;0;0;5.82;0;0
1;B;October;37.29;14.22;0;0;14.22;0;13.33;16.98;5.47;24.38;0.78;5.53;4.16;0;22.78;0;0;17.78;0;13.98;0;0;0;0;6.36;0.36;0;61.09;0;0;0;9;15.73;0;23.51;0;0.36;0;2.49;0;0;0;5.16;8.04;0;0.69;0;6;0;0;0;0;0.73;0;0;11.02;0;0
1;C;October;77.96;0.27;0;0;12.69;0;2.22;40.87;7.13;56.64;0;0;0.67;0;4.87;0;0;2.22;40;1.24;0;0;0;0;1.24;0;0;24.13;9.4;0;0;28.16;5.89;0;24.33;0;0;0;5.09;0;0;0;1.93;3.71;0;0;0;0.4;0;0;0;0;0;0;0;0.38;0;0
1;D;October;83.38;0;0.13;0;4.73;0;4.44;22.31;3.09;0.6;0;0.84;12.91;0;2.56;0;0;20;8.89;0.82;0;0;0;0;12;1.93;0;53.47;3.56;0;0;10.31;15.58;0;33.24;0;0.22;0;3.13;0;0;0;5.04;37.87;0;0;0;9.69;0;0;0;0;0;0;0;18.16;0;0
1;E;October;48.64;2.89;1.71;0;4.16;0;0;11.2;1;1.11;1.53;4.24;1.04;0;1.11;0;0;11.11;0;0;0;0;0;0;3.76;0;0;77.71;0;0;0;1.87;10.4;0;8.71;0;0;0;1.24;0;0;0;9.44;24.62;0;0.69;0;4.98;0;0;0;0;13.56;0;0;10.13;0;0
2;A;January;23.04;0;0;0;0.44;0;0;0;0;0;0;2.44;0;0;0;7.56;0;0;0;0;0.62;0;0;0.76;2.24;0.2;0;15.58;0;0;2.31;3.13;4.78;13.91;2.31;1.76;0;0;6.2;0;20.93;0;2.62;266.47;0.76;2.18;18.84;0;0;469.56;0;0;22.04;0;0;26.49;0;0
2;B;January;3.47;0;0;0;0;0;0;0;0;0;0;7.6;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;63.93;0;0;0.62;0.56;1.07;8.67;0.8;0.98;0;0;6.36;0;13.2;7.4;1.18;39.31;0;0.38;10.24;0;0;38.29;0;0;8.96;0;0;0;0;42.98
2;C;January;6.62;0;0;0;0.31;0;0;0;40.16;0;0;0;0;0;0;11.33;0;0;0;0;151.76;0;0;0;0;0;0;193.36;0;22.51;0;4.56;42;71.93;0;0.87;0;0;6.87;0;31.13;2.6;0.69;352.09;0;10.96;29.96;3.38;0;86.93;0;0;35.49;0;0;122.02;0;15.82
2;D;January;40.22;0;0;0;0;0;0;0;51.11;0;0;3.27;0;0;0;16;0;0;0;0;0;0;0.62;0;0.22;0;0;160.31;0;0;0;9.87;8.51;66.18;1.04;0.02;0;0;6.02;0;34.13;20.29;0.78;573.24;0;1.89;44.18;0;0;1028.96;0;0;27.71;0;0;10.53;0;0
2;E;January;13.04;0;0;0;0.98;0;0;0;0;0;0;4.73;0;0;0;7.33;0;0;0;0;0;0;0;0;0.93;0;0;125.93;0;0;0.78;1.89;33.62;44.11;5.76;1.69;0;0;2.78;0;13.16;0;0.82;418.73;1.93;2.51;20;0;0;407.67;0;0;6.53;0;0;30.04;0;0
2;A;April;16.38;0;0;0;3;0;0;0;0;0;2.47;184.6;0;142.67;0;23.04;0;2.22;0;0;0;0;1.51;0;0;1.24;2.78;702.16;0;12.62;2.33;6.8;71.16;278.24;0;130.73;0;0;196.31;0;126.02;27.87;0.6;468.11;0;393.98;75.47;4.22;0;314.89;0;0;49.91;14.62;13.98;190.44;7.11;0
2;B;April;32.11;0;0;0;2.67;0;0;0;59.89;0;0;7.84;0;0;0;0;0;0;0;0;0;0;1.24;0;0.91;1;0;49.09;0;0;1;1.58;59.4;13.36;0;9.13;0;0;24.84;0;9.33;25.16;0.38;160.71;1.27;14.38;1.93;0;0;37.31;0;0;4.11;3.02;3.91;121;3.22;0
2;C;April;48;0;0;0;3.64;0;0;0;0;0;0;9.76;0;0;0;0;0;0;0;0;158.47;0;1.96;0;0.82;3.27;3.2;73.93;0;9.4;1.98;2.27;4.69;130.11;0;98.53;0;0;82.18;0;46.44;9.51;1.09;353.42;0;5.27;97.13;0;0;201.84;0;49.51;2.64;0;3.91;35.02;1.71;0
2;D;April;26.84;0;0;0;3.02;0;2.22;0;65.38;0;0;10.89;0;0;0;3.31;0;0;0;0;1.09;0;0;0;0;0;0.56;212.89;0;27.96;2.2;9.93;32.82;205.47;0;124.38;0;0.91;72.16;0;110.33;13;1.09;273.09;0;21.33;75.47;0;0;375.36;0;0;21.04;0;13.67;108.02;2.47;0
2;E;April;40.73;0;0;0;2.64;0;0;1.16;0;0;0;2.29;0;118.6;0;38.91;0;0;0;22.62;0.71;0;0;0;0;0.84;0.67;88.71;0;39.29;1.27;6.09;9.02;114.38;0;49.4;0;0;33.18;0;206.22;16.93;0;233.89;0.44;6.69;81.22;0;0;113.02;0;0;8.27;1.13;2.4;279.07;3.31;0
2;A;July;56;0;0;0;2.82;0;0;0;0;0;0;0;0;0;0;6.42;0;0;0;0;0;0;0;0;0;0;0;42.24;0;488.02;0;0;12.98;18.27;0;2.53;0;0;0.31;0;6.13;0;0;303.64;0;5;5.87;0;0;19.87;0;0;0.42;0;0;64.2;0.87;0
2;B;July;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107.18;0;0;0;0;0;0;0;0;0;0;0;0;0;33.87;0;0;0.33;0;0;4.64;0;0;0;0;0;0;0;0
2;C;July;16.38;0;0;0;1.98;0;0;0;0;0;0;0;0;0;0;1.78;0;0;0;0;0;0;0;3.07;0.98;0;0;108.27;0;39.44;3.29;1.4;8.42;14;0;1.93;0;0;0;0;3.24;0;0;275.22;0;2.89;7.69;0;0;483.31;0;0;0;0;0;34.2;0.67;0
2;D;July;18.04;0;0;0;2.62;0;0;5.2;0;0;0;0;0;0;0;41.44;0;0;0;0;0;0;0;0;0;0;0;213.09;0;48.16;1.69;2;13.09;18.49;0;0;0;0;0;0;5.6;0;0;354.96;0;0.29;50.71;0;0;574;0;0;3.11;0;0;232.33;0.62;0
2;E;July;4.84;0;0;0;2.47;0;0;0;17.33;0;0;7.27;0;0;0;4.47;0;0;0;0;0;0;0;0;0;0;0;214.87;0;0;2.71;1.38;5.18;4.73;0;3.07;0;0;1.31;0;0.93;4.76;0.62;130.36;0;0.8;102.44;0;4.62;758.93;0;7.89;0;0;0;33.33;1.89;0
2;A;October;11.8;0;0;0;3.62;0;0;0;0;0;0;1.56;0;0;0;32.51;0;0;0;0;0;0;0;0;0;0;0;0.87;0;25.4;0;6.87;0;2.22;0;0;0;0;0;0;0;85.84;0.49;227.76;0;0;5.98;0;0;1671.53;0;0;1.36;0;0;0;0;0
2;B;October;7.27;0;0;0;0.38;0;0;0;0;0;0;1.4;0;0;0;29.84;0;0;0;0;0;0;1.2;0;2.2;0;0;100.73;0;16.44;0;0;8.2;28.82;0.56;1.04;0;0;1.87;0;0.87;0.82;0;294.64;0;1.78;1.91;0;0;779.22;0;0;0;0;0;209.89;0;0
2;C;October;4.2;0;0;0;1.6;2;0;0;0;0;0;0;0.73;0;0;11.36;0;0;0;0;0;0;0;0;0.67;0;0;37.18;0;0;0;0;1.04;5.16;0;0;0;0;0;0;0.33;0;0;97.71;0;0;9.47;0;0;367.4;0;0;1.13;0;0;28.89;0;0
2;D;October;4.49;0;0;0;0;0;0;0;0;0;0;0.29;0;0;0;15.44;0;0;0;0;0;0;0.53;0;1.27;0;0;117.33;0;91.49;0;1.11;0.98;12.2;0;0;0;0;0.36;0;0;0;0;429.07;0;4.69;1.73;0;0;234.2;0;0;0;0;0;63.22;0;0
2;E;October;11.71;0;1.4;0;1.02;0;0;0;0;0;0;2.84;0;0;0;46.16;0.22;0;0;0;0;1.2;0;0;0;0;0;124.47;0;0;4.76;2.53;1.18;4.71;0;0;0;0;0;0;0.24;0.98;0.09;436.36;0;0.73;12.98;0;0;1497.49;0;0;0;0;0;43.36;0;0
3;A;January;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.76;2.24;0.2;0;15.58;0;0;2.31;34.24;4.78;36.13;0;1.76;0;0;28.42;0;20.93;0;2.62;488.69;0;68.84;18.84;0;0;47.33;0;0;22.04;0;0;115.38;0;0
3;B;January;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;63.93;0;0;0.62;18.33;1.07;30.89;0;12.09;0;0;28.58;0;13.2;7.4;34.51;261.53;0;71.49;10.24;0;0;16.07;0;0;8.96;0;0;0;0;42.98
3;C;January;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193.36;0;178.07;0;22.33;42;138.6;0;14.2;0;0;29.09;0;31.13;2.6;29.58;574.31;0;99.84;29.96;3.38;0;20.27;0;0;35.49;0;0;188.69;0;15.82
3;D;January;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.62;0;2.44;0;0;160.31;0;0;0;34.31;8.51;132.84;0;8.91;0;0;28.24;0;34.13;20.29;25.22;795.47;0;46.33;44.18;0;0;10.29;0;0;27.71;0;0;99.42;0;0
3;E;January;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.04;0;0;125.93;0;0;0.78;19.67;33.62;88.56;0;19.47;0;0;25;0;13.16;0;29.71;640.96;0;46.96;20;0;0;41;0;0;6.53;0;0;118.93;0;0
3;A;April;0;0;0;0;0;0;0;0;0;0;0;0;0;142.67;0;0;0;0;0;0;0;0;1.51;0;0;1.24;2.78;702.16;0;123.73;2.33;24.58;71.16;278.24;0;130.73;0;0;285.2;0;126.02;27.87;34.67;690.33;0;451.76;75.47;4.22;0;10.44;0;0;49.91;0;0;301.56;7.11;0
3;B;April;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.24;0;3.13;1;0;49.09;0;0;1;19.36;59.4;57.8;0;18.02;0;0;91.51;0;9.33;25.16;35.93;382.93;0;103.27;1.93;0;0;15.09;0;0;4.11;0;0;209.89;3.22;0
3;C;April;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.96;0;3.04;3.27;3.2;73.93;0;76.07;1.98;20.04;4.69;196.78;0;142.98;0;0;126.62;0;46.44;9.51;32.2;575.64;0;71.93;97.13;0;0;21.84;0;0;2.64;0;0;101.69;1.71;0
3;D;April;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.56;212.89;0;72.4;2.2;27.71;32.82;272.13;0;168.82;0;0.91;198.82;0;110.33;13;34.42;495.31;0;65.78;75.47;0;0;37.58;0;0;21.04;0;0;174.69;2.47;0
3;E;April;0;0;0;0;0;0;0;1.16;0;0;0;0;0;118.6;0;0;0;0;0;0;0;0;0;0;0;0.84;0.67;88.71;0;83.73;1.27;23.87;9.02;158.82;0;93.84;0;0;122.07;0;206.22;16.93;0;456.11;0;51.13;81.22;0;0;13.02;0;0;8.27;0;0;367.96;3.31;0
3;A;July;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.24;0;488.02;0;0;12.98;62.71;0;15.87;0;0;22.53;0;6.13;0;0;525.87;0;49.44;5.87;0;0;8.76;0;0;0.42;0;0;175.31;0.87;0
3;B;July;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151.62;0;0;0;0;0;0;0;0;0;0;0;0;0;256.09;0;0;0.33;0;0;1.76;0;0;0;0;0;0;0;0
3;C;July;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.07;3.2;0;0;108.27;0;128.33;3.29;19.18;8.42;58.44;0;10.82;0;0;0;0;3.24;0;0;497.44;0;69.56;7.69;0;0;48.22;0;0;0;0;0;145.31;0.67;0
3;D;July;0;0;0;0;0;0;0;5.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213.09;0;137.04;1.69;19.78;13.09;62.93;0;0;0;0;0;0;5.6;0;0;577.18;0;44.73;50.71;0;0;18.62;0;0;3.11;0;0;345.67;0.62;0
3;E;July;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214.87;0;0;2.71;19.16;5.18;49.18;0;11.96;0;0;67.98;0;0.93;4.76;36.18;352.58;0;54.13;102.44;0;4.62;25.6;0;0;0;0;0;144.44;1.89;0
3;A;October;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.87;0;114.29;0;24.64;0;46.67;0;0;0;0;0;0;0;85.84;31.6;449.98;0;0;5.98;0;0;16.71;0;0;1.36;0;0;0;0;0
3;B;October;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;4.42;0;0;100.73;0;105.33;0;0;8.2;73.33;0;9.93;0;0;57.42;0;0.87;0.82;0;516.87;0;68.44;1.91;0;0;8.11;0;0;0;0;0;3209.89;0;0
3;C;October;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.89;0;0;37.18;0;0;0;0;1.04;49.6;0;0;0;0;0;0;0.33;0;0;319.93;0;0;9.47;0;0;36.29;0;0;1.13;0;0;140;0;0
3;D;October;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.53;0;2.16;0;0;117.33;0;180.38;0;18.89;0.98;56.64;0;0;0;0;78.13;0;0;0;0;651.29;0;93.58;1.73;0;0;23.09;0;0;0;0;0;174.33;0;0
3;E;October;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22;0;0;0;0;1.2;0;0;0;0;0;124.47;0;0;4.76;20.31;1.18;49.16;0;0;0;0;0;0;0.24;0.98;24.53;436.36;0;91.84;12.98;0;0;14.96;0;0;0;0;0;87.8;0;0
